"idRecipe","step","name"
"113","7","Décorer de chocolat fondu et de petites décos en sucre."
"113","8","Déguster"
"114","0","Hacher l'oignon et l'ail. Couper les tomates en morceaux et détailler les poivrons en lanières."
"114","1","Faire chauffer 4 cuillères à soupe d'huile dans une cocotte. Y faire dorer les oignons, l'ail et les poivron. Laisser cuire 5 min."
"114","2","Ajouter les tomates à la cocotte, saler, poivrer. Couvrir et laisser mijoter 20 min."
"114","3","Dans une sauteuse, faire dorer dans l'huile d'olive les morceaux de poulet salés et poivrés."
"114","4","Lorsqu'ils sont dorés, les ajouter aux légumes, couvrir, ajouter le bouquet garni et le vin blanc et c'est parti pour 35 min de cuisson."
"115","0","Mettre le chocolat et le beurre en petits morceaux dans une casserole. Faire fondre au bain-marie tout en remuant."
"115","1","Retirer la casserole du feu, ajouter le sucre et mélanger. Allumer le four à 180°C (thermostat 6)."
"115","2","Verser un oeuf entier dans la casserole et le mélanger aussitôt. Incorporer de la même façon les autres oeufs."
"115","3","Ajouter les 2 cuillères à soupe de farine tout en mélangeant."
"115","4","Casser les cerneaux de noix en 2 ou 3. Les mélanger à la pâte."
"115","5","Etaler la noix de beurre dans un moule rectangulaire. Verser la pâte dedans."
"115","6","Mettre le moule au four et laisser cuire 20 mn."
"115","7","Une fois cuit, sortir le gâteau du four et le laisser refroidir."
"115","8","Le démouler ensuite sur un plat. Couper le gâteau en 6 ou 8 carrés et saupoudrer de sucre glace.
Vous pouvez aussi remplacer les cerneaux de noix, par des noix de Pécan."
"116","0","Mélanger dans une grande jatte la farine, la levure, le sucre et la poudre d'amandes."
"116","1","Ajouter le beurre et les oeufs; puis travailler d'abord avec une fourchette puis avec les mains."
"116","2","Assaisonner au choix avec : 4 épices, cannelle_orange, citron..."
"116","3","Moi, je coupe la boule en 3, et je fais 3 assaisonnements différents !"
"116","4","Préchauffer le four à 200°C (thermostat 6-7)."
"116","5","Etaler la pâte avec un rouleau et découper des formes à l'emporte-pièce (sapins, lunes, étoiles......)."
"116","6","Les disposer sur une plaque garnie de papier sulfurisé."
"116","7","Etaler un peu de jaune d'oeuf avec de la cannelle sur les biscuits, pour qu'ils soient bien dorés."
"116","8","Enfourner 7 à 10 min (à surveiller)."
"117","0","PÂTE: 

Blanchir les jaunes et le sucre au fouet et détendre le mélange avec un peu d'eau."
"117","1","Mélanger au doigt la farine et le beurre coupé en petites parcelles pour obtenir une consistance sableuse et que tout le beurre soit absorbé (!!! Il faut faire vite pour que le mélange ne ramollisse pas trop!)."
"117","2","Verser au milieu de ce ""sable"" le mélange liquide. 
Incorporer au couteau les éléments rapidement sans leur donner de corps."
"117","3","Former une boule avec les paumes et fraiser 1 ou 2 fois pour rendre la boule + homogène."
"117","4","Foncer un moule de 25 cm de diamètre avec la pâte, garnissez la de papier sulfurisé et de haricots secs. 

Faire cuire à blanc 20 à 25 min, à 180°C (thermostat 6)."
"117","5","CRÈME PÂTISSIÈRE : 

Mettre le lait à  bouillir avec le parfum choisi (vanille ou autre)."
"117","6","Travailler l'oeuf avec le sucre jusqu'à ce que la pâte fasse le ruban, ajouter la farine."
"117","7","Verser le lait bouillant sur le mélange en tournant bien."
"117","8","Remettre dans la casserole sur le feu. 
Faire cuire en tournant très soigneusement. 
Retirer après ébullition."
"117","9","Verser la crème sur le fond de tarte et disposer joliment les fraises coupées en 2."
"118","0","Cuire les pommes de terre à la vapeur.
Préchauffer le four à 200°C (thermostat 6-7)."
"118","1","Tapisser le moule de tranches de lard."
"118","2","Mettre le râpé sur les tranches de lard."
"118","3","Couper les pommes de terre en rondelles sur le râpé, puis le fromage de chèvre en tranches."
"118","4","Battre dans un bol la crème, les oeufs, le sel et poivre, verser sur la préparation."
"118","5","Mettre la pâte feuilletée dessus comme une tarte tatin et la piquer."
"118","6","Cuire pendant 30 min suivant le four."
"119","0","Allumer le four thermostat 7-8 ."
"119","1","Fouettez à la main les œufs, le sucre et le miel, jusqu'à ce que le mélange blanchisse."
"119","2","Ajouter alors la farine, le sel, le levure, le beurre fondu et le zeste du citron. Bien mélanger."
"119","3","Beurrer les moules et les remplir à moitié avec la préparation."
"119","4","Enfourner 5 à 10 min, jusqu'à ce que les madeleines soient dorées."
"120","0","Laver puis couper les poireaux en fines rondelles,"
"120","1","les mettre à fondre environ 15 min dans une poêle avec un bon morceau de beurre (remuer souvent)."
"120","2","Mettre les tagliatelles à cuire comme indiqué sur le paquet."
"120","3","Attendre que les poireaux soient bien fondus et ajouter les lardons, faire dorer."
"120","4","Hors du feu, mettre la crème fraîche et remuer, poivrer et saler à votre goût."
"120","5","Egouter les tagliatelles, les mettre dans un plat et verser la sauce aux poireaux dessus."
"120","6","Ajouter du parmesan râpé."
"120","7","Servir aussitôt."
"121","0","Préparer un sirop en portant à ébullition 15 cl d'eau et 80 g de sucre. Oter du feu et laisser refroidir, ensuite y mettre l'alcool de fraise."
"121","1","Faire tremper la gélatine dans un bol d'eau froide."
"121","3","Prélever un quart de ce coulis et le faire chauffer doucement dans une casserole en y incorporant la gélatine essorée et le restant de sucre."
"121","4","Ensuite, mélanger le coulis obtenu (chaud) avec le coulis froid. Laisser tiédir à température ambiante."
"121","5","Mettre la crème liquide dans un saladier et mettre au congelateur 20 mn. Puis la fouetter de façon à obtenir une crème ""chantilly"". Mettre le sucre vanillé, remuer doucement et mettre en attente au frais."
"121","7","Couper les 8 fraises mises de côté dans leur hauteur.
Tapisser le fond et les parois du moule avec des biscuits trempés (vite fait) dans le sirop (les tailler si besoin). Pour les parois : côté bombé contre le moule."
"121","8","Verser un tiers de la crème puis parsemer de fraises coupées (la moitié)."
"121","9","Couvrir du second tiers de crème, disposer le restant de fraises coupées. Terminer par le dernier tiers de crème. Finir par une couche de biscuits (toujours trempés dans le sirop)."
"121","10","Mettre du film plastique sur le plat et laisser au frais 6h (une nuit est l'idéal) avant de démouler."
"122","0","Détailler la viande en cubes de 3 cm de côté, enlever les gros morceaux de gras."
"122","1","Couper l'oignon en morceaux. Le faire revenir dans une poêle au beurre. Une fois transparent, le verser dans une cocotte en fonte de préférence."
"122","2","Procéder de même avec la viande mais en plusieurs fois, jusqu'à ce que tous les morceaux soient cuits. Les ajouter au fur et à mesure dans la cocotte. Ne pas avoir peur d'ajouter du beurre entre chaque fournée."
"122","3","Quand toute la viande est dans la cocotte, déglacer la poêle avec de l'eau ou du vin et faire bouillir en raclant pour récupérer le suc. Saler, poivrer, ajouter au reste."
"122","4","Recouvrir le tout avec une partie du vin et faire mijoter quelques heures avec le bouquet garni et les carottes en rondelles."
"122","5","Le lendemain, faire mijoter au moins 2 heures en plusieurs fois, ajouter du vin ou de l'eau si nécessaire."
"123","0","Pré-chauffer le four à 200°C (thermostat 6-7).
Dérouler la pâte brisée et la placer dans un plat à tarte. Piquer le fond avec une fourchette."
"123","1","Faire dorer les lardons."
"123","2","Pendant ce temps, mélanger les oeufs battus et la crème fraîche."
"123","3","Une fois les lardons dorés, les mélanger à la préparation aux oeufs."
"123","4","Saler, poivrer, et ajouter la muscade selon votre convenance."
"123","5","Verser la préparation sur le fond de pâte."
"123","6","Mettre au four pendant 30 min."
"124","0","Préchauffez le four th.7."
"125","0","Eplucher les pommes de terre, les couper en dés, bien les rincer et les essuyer dans un torchon propre."
"125","1","Faire chauffer l'huile dans une poêle, y faire fondre les oignons."
"125","2","Lorsque les oignons sont fondus, ajouter les pommes de terre et les faire dorer de tous les côtés."
"125","3","Lorsqu'elles sont dorées, ajouter les lardons et finir de cuire. Éponger le surplus de gras avec une feuille de papier essuie-tout."
"125","4","D'autre part, gratter la croûte du reblochon et le couper en deux (ou en quatre)."
"125","5","Préchauffer le four à 200°C (thermostat 6-7) et préparer un plat à gratin en frottant le fond et les bords avec la gousse d'ail épluchée."
"125","6","Dans le plat à gratin, étaler une couche de pommes de terre aux lardons, disposer dessus la moitié du reblochon, puis de nouveau des pommes de terre. Terminer avec le reste du reblochon (croûte vers les pommes de terre)."
"125","7","Enfourner pour environ 20 minutes de cuisson."
"126","0","Préchauffer le four à thermostat 5 (150°C)."
"126","1","Faire fondre le chocolat au bain-marie avec le beurre. Lisser le mélange."
"126","2","Ajouter à la crème de marron en fouettant. Battre les oeufs entiers, et incorporer progressivement au mélange en remuant très vivement pour obtenir une préparation homogène."
"126","3","Verser dans un moule à gâteau beurré et fariné."
"126","4","Cuire entre 20 et 30 minutes (toujours à 150°C): à chacun de calibrer sa cuisson... Pour moi, il est toujours ressorti fondant du coeur jusqu'aux bords!"
"127","0","Hacher oignon et ail."
"127","1","Faire chauffer l'huile dans une cocotte, faire fondre l'oignon et l'ail."
"127","2","Ajouter la viande hachée, la laisser prendre couleur."
"127","3","Ajouter la poudre a chili (suivant les goûts, + ou - pimenté)."
"127","4","Egoutter les haricots, les versez dans la cocotte"
"127","5","avec les tomates."
"127","6","Remuer et assaisonner. Laisser frémir 20 minutes."
"127","7","Déguster."
"128","0","Ecraser les bananes. Ajouter le sucre et l'oeuf légèrement battu. Ajouter le beurre fondu, puis les ingrédients secs (farine, levure, bicarbonate)."
"128","1","Placer dans des moules à muffin."
"128","2","Cuire à 190°C pendant 20 min."
"129","0","Mettre chaque pavé de saumon sur 1 feuille d'aluminium séparé."
"129","1","Couper les tomates et la mozzarella en fines tranches."
"129","2","Saler et poivrer légèrement le saumon."
"129","3","Disposer sur chaque saumon en alternance : 1 tranche de tomate, puis 1 tranche de mozzarella, puis 1 tranche de tomate, etc."
"129","4","Emincer les olives et les gousses d'ail, en saupoudrer les 2 pavés de saumon; ajouter un peu de sel, poivre, et saupoudrer d'herbes."
"129","5","Verser sur chaque pavé de saumon l'équivalent de 2 cuillères à café d'huile d'olive."
"129","6","Refermer chaque aluminium en papillote, et les disposer dans un plat à gratin."
"129","7","Mettre à four chaud (210°C_th 7) pendant 35 min, le saumon est cuit lorque sa peau s'est bien éclaircie."
"129","8","Servir avec du riz basmati parfumé et une salade verte (dans laquelle vous aurez rajouté un peu d'oignon)."
"130","0","Préchauffer le four à 180°C."
"130","1","Mélanger flocons, farine et sucre (vanillé et roux), puis malaxer à la main avec oeufs, levure, sucre et beurre_margarine, ajouter ensuite les pépites."
"130","2","Mettre de petites boules de pâte légèrement applaties sur une plaque à pâtisserie recouverte d'une feuille de cuisson, bien espacées."
"130","3","Enfourner 10 mn environ, pas plus, ça continue de cuire après être sorti du four."
"131","0","Dans un bol mélanger les épice et les gousses d'ail."
"131","1","Dans un autre bol mélanger les dés de tomates, de citron et le miel."
"131","2","Retirer la peau du poulet et le faire dorer dans une cocotte bien chaude avec un peu d'huile d'olive."
"131","3","Lorsque le poulet est bien doré, le retirer de la cocotte et remplacer par l'oignon (si nécéssaire rajouter un peu d'huile d'olive)."
"131","4","Dès que les oignons commencent à être dorés, rajouter les cuisses de poulet, puis le mélange d'épices, le mélange tomates, citron et miel et arroser avec le bouillon jusqu'à bien couvrir les cuisses."
"131","5","Ensuite rajouter le raisin et les pois chiches, saler, poivrer et rajouter éventuellement du tabasco."
"131","6","Dès que cela bout, baisser le feu et laisser mijoter environ 45 minutes. Accompagner de semoule fine c'est encore meilleur."
"131","7","Bon appétit."
"132","0","Dans vos quatre verres, répartissez équitablement les 3 cuillères à soupe de surimi râpé."
"132","1","Réduisez en purée votre avocat avec le demi jus du citon vert, après l'avoir épluché et avoir enlevé le noyau bien sûr. Répartissez toujours aussi équitablement entre les 4 verres."
"132","2","Mixer les 2 carrés frais avec l'aneth frais et la crème fleurette et un peu de poivre du moulin. Répartissez toujours de la même manière dans les 4 verres."
"132","3","Couper en lamelles très fines vos deux tranches de saumon fumé que vous disposez dans les verres en essayant de dessiner comme un rond ou une spirale qui s'entremêlent."
"132","4","Disposez 3 ou 4 oeufs de saumon au centre (pas plus c'est juste pour la déco) ainsi que de tout petits brins d'aneth. Arrosez de quelques gouttes de citron vert, un soupçon de tour de moulin à poivre, et c'est prêt!"
"132","5","Mettre au frigo, dans la partie la plus froide et ne sortir qu'au moment de se mettre à table!"
"132","6","Je vous conseille, un vin blanc sec, peu importe de quelle région il vient. (à consommer avec modération bien sûr!)"
"132","7","Bon Appétit!"
"133","0","Peler les pommes et les couper en gros dés."
"133","1","Faire caraméliser les cubes de pommes dans une poêle avec un chouïa de beurre et un sachet de sucre vanillé, y rajouter le jus d'orange et la pincée de cannelle et laisser réduire quelques instants."
"133","2","Dans un bol, travailler avec les doigts la farine, le beurre froid préalablement coupé en morceaux, le sucre et la pincée de sel, de façon à obtenir une semoule grossière."
"133","3","Dans un plat allant au four, disposer les pommes puis les recouvrir de la pâte à crumble. Parsemer sur le dessus des minuscules copeaux de beurre çà et là...."
"133","4","Laisser cuire 10-15 mn jusqu'à ce que le crumble soit doré."
"133","5","Déguster en se léchant les babines."
"134","0","Attention, cette recette est à préparer la veille !"
"134","1","Génoise : mélanger les jaunes d’œufs avec le sucre et travailler jusqu'à ce que le mélange blanchisse."
"134","2","Ajouter la farine et mélanger."
"134","3","Monter les blancs en neige et les mêler délicatement à la pâte."
"134","4","Étaler cette pâte en couche régulière dans un cercle à pâtisserie à bords hauts, sur une plaque garnie d'une feuille de papier cuisson."
"134","6","Bavarois : faire ramollir les 6 feuilles de gélatine dans un bol d'eau bien froide."
"134","7","Laver et équeuter les fraises."
"134","8","Les mixer avec le jus du citron et ajouter les 220 g de sucre (ajuster au besoin)."
"134","9","Verser ce mélange dans une casserole, faire chauffer à feu doux et y ajouter les feuilles de gélatine ramollies et essorées. Remuer jusqu'à ce qu'elles fondent, puis laisser refroidir."
"134","10","Monter les 40 cl de crème en chantilly (il faut que la crème soit très froide)."
"134","11","Quand la mixture de fraise est refroidie et avant que la gélatine ne prenne, y ajouter délicatement la crème fouettée."
"134","12","Verser le tout sur la génoise dans le cercle à pâtisserie et mettre au réfrigérateur jusqu'au lendemain."
"134","13","Le lendemain, on prépare le nappage : faire ramollir les 3 feuilles de gélatine dans de l'eau."
"134","14","Chauffer le coulis dans une casserole, y ajouter les feuilles de gélatine en les faisant bien fondre et laisser un peu refroidir."
"134","15","Passer la lame d'un couteau sur le bord du cercle à pâtisserie pour démouler le bavarois, puis le napper."
"134","16","Mettre un peu au réfrigérateur et... Régalez-vous !"
"135","0","Si vous utilisez des oignons, faites-les revenir (dans une sauteuse ou un wok) jusqu'à ce qu'ils soient fondants."
"135","1","Coupez les tomates, ajoutez-les aux oignons, puis faites mijoter  avec des herbes de Provence (n'hésitez pas !), sel et poivre."
"135","2","Coupez les courgettes en rondelles puis incorporez-les au mélange."
"135","3","Ajoutez de la sauce tomate (ou de la purée de tomate, à défaut), et 1 cuillère à café de sucre en poudre (plus en hiver, quand les tomates sont plus fades)."
"135","4","Laissez mijoter l'ensemble, 20 min environ, à feu moyen."
"135","5","Une fois le mélange prêt, procédez à l'empilement dans un grand plat :"
"135","6","1 couche de lasagnes, 1 couche de préparation, 1 couche de béchamel, 1 couche de gruyère, et ainsi de suite (en rajoutant un peu de sel à chaque fois), en mettant beaucoup de gruyère sur la dernière couche."
"135","7","Faites cuire à four chaud (thermostat 7-200°C), 35 minutes"
"135","8","Servez, lorsque c'est bien gratiné."
"136","0","Hachez finement les oignons et la carotte. Les faire revenir 10 mn dans une cocotte avec 2 cuillères à soupe d'huile d'olive."
"136","1","Incorporer l'ail écrasé, puis les tomates, le céleri ficelé avec le laurier et enfin les queues de persil."
"136","2","Fariner légèrement les tranches d'osso bucco. Les dorer à la poêle des 2 côtés dans 3 cuillères à soupe d'huile d'olive. Saler et poivrer."
"136","3","Mettre les tranches dans la sauce tomate. Déglacer la poêle avec le vin blanc, verser dans la cocotte."
"136","4","Ajouter le bouillon de cube effrité et 15 à 20 cl d'eau. Couvrir et laisser mijoter 1h30 ."
"136","5","Râper le zeste de citron, mélanger le persil haché et verser le tout dans la cocotte. Laisser cuire 5 mn"
"137","0","Faire griller les pistaches et les amandes dans une poêle, les poudrer de sucre et laisser caraméliser."
"137","1","Séparer les blancs des jaunes."
"137","2","Faite chauffer le miel."
"137","3","Fouetter les blancs en neige puis ajouter le miel bouillant."
"137","4","Ajouter le reste du sucre aux jaunes et fouetter. Incorporer les blancs."
"137","5","Fouetter la crème en chantilly et l'ajouter à la 1ère préparation."
"137","6","Puis enfin mettre les pistaches et les amandes concassées."
"137","7","Mettre dans un moule à cake de préférence en silicone sinon mettre un film alimentaire au fond du moule afin de pouvoir démouler le nougat plus facilement."
"137","8","Mettre au congélateur au moins 12 h avant de servir."
"138","0","Epluchez et coupez les pommes de terre en morceaux."
"138","1","Mettez-les à cuire dans un grand volume d'eau salée jusqu'à ce que la pointe d'un couteau rentre facilement dans la chair."
"138","2","Passez-les alors au moulin à légumes."
"138","3","Ajoutez le lait pour délayez jusqu'à la consistance souhaitée, la crème fraîche pour l'onctuosité et un peu de muscade râpée."
"138","4","Rectifiez l'assaisonnement et servez bien chaud."
"139","0","Coupez les poireaux en deux et recoupez-les en tronçons. Lavez soigneusement."
"139","1","Faites fondre le beurre dans une casserole, ajoutez les poireaux, mélangez, couvrez et faites cuire à feu très doux pendant 25 min environ, en remuant de temps en temps."
"139","2","A ce moment là ajoutez le jus de citron, la moutarde et la crème aux poireaux, salez légèrement, poivrez et mélangez bien."
"139","3","Couvrez et laissez cuire encore 10 min à feu doux."
"140","0","Prévoir une casserole, une spatule, une plaque beurrée et préchauffer le four à 210°C (thermostat 7).
Faire une pâte à choux en faisant fondre dans une casserole le beurre, l'eau, le sel. Porter à ébullition."
"140","1","Retirer du feu et ajouter la farine d'un seul coup en travaillant vivement à la spatule. Remettre sur le feu et dessécher la pâte jusqu'à ce qu'elle se détache de la casserole."
"140","2","Retirer du feu, laissez tiédir. 
Incorporer les 4 oeufs, un à un, en mélangeant bien à la spatule."
"140","3","Ajouter le gruyère râpé."
"140","4","Disposer en petites boules sur une plaque beurrée."
"140","5","Cuire jusqu'à ce que ça ait gonflé et que ce soit un peu doré (environ 25 min)."
"141","0","Eplucher les 3 pommes et les râper dans une jatte. Très vite ensuite, afin qu'elles ne noircissent pas, y râper les zestes des deux citrons et y ajouter le jus des deux citrons. Mélanger vite ."
"141","1","Ajouter dans le mélange pommes citrons les 2 oeufs entiers, les 150 g de sucre et le beurre fondu. Mélanger le tout."
"141","2","Etaler la pâte, et y verser le mélange. Mettre à cuire à thermostat 7 pendant environ 40 mn. Il faut que le dessus de l'appareil commence à dorer. Bien surveiller en fin de cuisson."
"142","0","Commencez par les copeaux (J-2)."
"142","1","Faites fondre le chocolat, versez-le sur une plaque de marbre. Laissez refroidir puis râpez avec un couteau à grande lame, du plus loin vers vous, faites ainsi les copeaux que vous réservez dans une boîte au frais."
"142","2","Le biscuit (J-2)."
"142","3","Préchauffez votre four à 180°C (thermostat 6)."
"142","4","Fouettez 8 jaunes d'œufs avec le sucre jusqu'à doublement de la masse."
"142","5","Battez les 8 blancs en neige ferme avec 1 pincée de sel."
"142","6","Important : ajoutez alors 1_4 des blancs au mélange jaune-sucre et 1 cuillère à soupe d'eau."
"142","7","Battez à nouveau 10 minutes ensemble au batteur électrique le mélange jaunes-sucre et le 1_4 de blanc en neige."
"142","8","Et là seulement, ajoutez la farine tamisée ainsi que le cacao,"
"142","9","puis incorporez délicatement le reste des blancs en neige."
"142","10","Beurrez grassement un moule à biscuit de 28 cm à fond amovible, versez-y la masse."
"142","11","Faîtes cuire au four entre 150°C et 200°C (thermostat 5-7) pendant 40 min."
"142","12","La chantilly (J-1)."
"142","13","Sortez la crème du réfrigérateur au moment de la battre, après quelques minutes ajoutez le fixateur mélangé aux sucres et continuez à battre jusqu'à consistance ferme."
"142","14","Réservez la chantilly au frais."
"142","15","Montage du gâteau (J-1)."
"142","16","Coupez le biscuit dans la hauteur en 3 si possible, sinon en deux,"
"142","17","avec un couteau à grande lame fine."
"142","18","Posez la base sur un carton de la taille du gâteau, mettez quelques gouttes d'eau de vie de framboise ou de kirsch. Tartinez de crème chantilly sur 1 cm environ puis piquez les framboises encore congelées dans la crème."
"142","19","Posez la deuxième partie de biscuit et recommencez."
"142","20","Eventuellement la troisième partie de même."
"142","21","Gardez la moitié de la chantilly pour enrober tout le biscuit et servez-vous-en pour égaliser et boucher les « trous «"
"142","22","Décorez avec des copeaux de chocolat et des framboises, gardez la vosgienne au frais jusqu'au moment de servir."
"143","0","Préchauffer le four à 165° C (thermostat 5-6). 
Mélanger 150 g de la farine avec le sucre, la levure chimique, le bicarbonate et le sel."
"143","1","Ajouter les bananes écrasées, ainsi que le beurre et le lait."
"143","2","Battre (de préférence avec un mixeur) doucement, jusqu'à l'obtention d'une pâte homogène, puis vigoureusement 2 min."
"143","3","Ajouter les oeufs et le reste de la farine,"
"143","4","et bien mélanger."
"143","5","Graisser le fond d'une moule à cake, et y verser la pâte."
"143","6","Faire cuire au four à 165°C pendant 55 à 60 min (vérifier la cuisson)."
"143","7","Peut être glacé avec un glaçage à base de fromage blanc ou de crème fraîche."
"144","0","Mettre une grande poêle à chauffer.
Couper les oignons en petits morceaux, et les faire cuire à feu assez fort."
"144","1","Remuer, en ajoutant du curry et du cumin."
"144","2","Couper les blancs de poulet en morceaux, les ajouter dans la poêle et remettre des épices; tourner."
"144","3","Baisser le feu, et ajouter 2 cuillères à soupe de crème."
"144","4","Après 5 min de cuisson, remettre 2 cuillères à soupe de crème et des épices (si nécessaire)."
"144","5","Si le plat est fait à l'avance, remettre un peu de crème au moment de réchauffer car la sauce s'évapore."
"144","6","Bon appétit"
"145","0","Verser 3_4 de cuillère à soupe d'huile dans le plat à tajine directement posé sur le feu ou la plaque."
"145","1","Lorsque l'huile est bien chaude, faire revenir la viande de chaque côté (environ 10 min)."
"145","3","Arroser d'un peu d'eau, saupoudrer de safran jaune, pour donner de la couleur et déposer les olives vertes."
"145","4","Couvrir et laisser cuire à feu doux, pendant 30 mn."
"145","5","Au bout de ce temps, placer sur les légumes cuits, les tomates coupées en morceaux, couvrir et laisser cuire encore 15mn."
"145","6","Servir chaud, directement sur la table, accompagné de thé et de pain sans levain."
"146","0","Décortiquez les crevettes et faites revenir les têtes et les carapaces dans le beurre, puis arrosez de vin blanc. Dès l'ébullition, ajoutez 40 cl d'eau, le bouquet garni et l'oignon émincé."
"146","1","Laissez frémir à découvert pendant 20 minutes."
"146","2","Entre temps, épluchez les carottes et coupez-les en bâtonnets. Ebouillantez les tomates et épluchez-les ; coupez-les en 2 et pressez-les pour éliminer les pépins ; coupez la chair des tomates en quartiers."
"146","3","Filtrez le fumet des crevettes et reportez à ébullition. Mettez-y les carottes et les tomates à cuire 15 mn. Salez et poivrez."
"146","4","Mélangez la crème fraîche et la maïzena et incorporez-les dans le fumet de crevettes et légumes. Mélangez et laissez épaissir quelques minutes."
"146","5","Ajoutez alors les crevettes décortiquées et le jus de citron. Laissez chauffer quelques instants."
"146","6","Servez chaud. Bon appétit !"
"147","0","Dégraisser la viande."
"147","1","Faire revenir la viande dans un mélange beurre-huile (pour ne pas que le beurre brûle). La sortir de la casserole avec le jus et conserver."
"147","2","Faire revenir ensemble les lardons et les oignons."
"147","3","Rajouter une cuillère à soupe de miel, puis remettre la viande. Ajouter la bière, saler (légèrement à cause des lardons), poivrer."
"147","4","Mettre un couvercle et laisser mijoter 2h en surveillant."
"147","5","Bon appétit !"
"148","0","Couper le poulet en cubes et les tremper dans la marinade (mélanger tous les ingrédients) puis faire 4 brochettes égales."
"148","1","Faire cuire 10 min à la poêle en versant 2 cuillères de marinade pour la cuisson, retourner plusieurs fois."
"148","2","Possibilité de saupoudrer un peu plus de curry à la cuisson."
"148","3","Augmenter légèrement le feu pour un aspect caramélisé."
"148","4","Servir avec du couscous aux épices ou une simple salade verte !"
"149","1","Versez dans un moule à cake beurré et fariné."
"149","2","Faites cuire au four à thermostat 6 (180°C) pendant 1 heure environ."
"150","0","Emincer les oignons. Les mettre à cuire doucement (env. 20 min.) dans un wok ou une poêle avec 2 cuil. à soupe d'huile d'olive, du sel et du poivre, 1 c à soupe de sucre."
"150","1","Vous obtenez une fondue d'oignon que vous étalez au fond d'un plat à gratin."
"150","2","Coupez en rondelles de 3 à 4 mm les tomates lavées et les courgettes lavées et épluchées."
"150","3","Les disposer en rangée serrées dans le plat en alternant une rangée de courgettes et une de tomates (comme les écailles d'un poisson !!!)"
"150","4","Salez et poivrez, un filet d'huile d'olive et du thym par dessus  et enfournez à four chaud (thermostat 7_210°C) pendant 1 heure."
"150","5","Appuyer sur les légumes de temps en temps au cours de la cuisson pour que le dessus ne déssèche pas."
"150","6","A savourer chaud ou froid."
"151","0","Dans un premier temps, éplucher l'oignon et le couper en petits morceaux. Faire de même avec la gousse d'ail."
"151","1","Pendant ce temps, faire dorer vos paupiettes dans une sauteuse avec de l'huile d'olive. Assaisonner (sel, poivre)."
"151","2","Une fois que les paupiettes sont dorées, retirer les de la sauteuse et faire suer les oignons dans la sauteuse (rajouter un peu d'huile si nécessaire)."
"151","3","Lorsque les oignons et l'ail sont bien colorés, rajouter les tomates et les champignons."
"151","4","Assaisonner de nouveau (sel, poivre, herbes de Provence, basilic). Laisser cuire 2 minutes et rajouter les paupiettes par la suite."
"151","5","Arroser le tout de vin blanc (4 a 5 cuillères à soupe). Rajouter quelques olives noires et laisser mijoter à feux doux pendant 20 à 30 mn."
"151","6","Servir le plat avec des haricots verts ou du riz."
"152","0","Mélanger tous les ingrédients."
"152","1","Vous pouvez ajouter de la noix de coco pour que la pâte soit plus ferme."
"152","2","Recouvrir la plaque du four de papier cuisson beurré et faire des petits tas grâce à une cuillère à soupe."
"152","3","Cuire dans un four à 150° jusqu'à ce que les rochers aient une belle couleur."
"153","0","Préchauffer le four à 180°C (thermostat 6).

Mélanger tout simplement les ingrédients un à un en suivant l'ordre suivant : levure,"
"153","1","yaourt"
"153","2","huile"
"153","3","sucre"
"153","4","farine"
"153","5","oeuf et zeste"
"153","6","Beurrer ou huilez un moule à manqué à l'aide d'une feuille de papier essuie-tout et y verser la pâte."
"153","7","Enfourner pour environ 30 minutes de cuisson."
"153","8","Vérifier la cuisson avec la pointe d'un couteau (elle doit ressortir sèche)."
"154","0","Préparer le mélange 1 (sec) dans un saladier ; bien homogéniser."
"154","1","Battre les oeufs avec le sucre dans un autre saladier jusqu'à ce que le mélange blanchisse un peu. Ajouter le beurre, la vanille et le miel, et bien mélanger."
"154","2","Ecraser grossièrement les poires à la fourchette et les incorporer au mélange 2 avec 2 cuillères à soupe de leur sirop."
"154","3","Verser le mélange liquide (2) dans le mélange sec (1) en remuant très très peu, juste de quoi mouiller la farine, il restera des grumeaux, ne pas essayer de les défaire."
"154","4","Verser dans des moules en les remplissant aux 2_3 , parsemer de quelques amandes effilées."
"154","5","Enfourner 20 mn à thermostat 6 (180°C)."
"155","0","Préchauffer le four à 180°C (thermostat 6). Beurrer le moule."
"155","1","Chauffer le beurre dans une casserole, ajouter la farine et remuer rapidement pendant 1 min. Ajouter le lait tiédi, remuer au fouet pendant quelques minutes à feu doux."
"155","2","Retirer la casserole du feu."
"155","3","Séparer les blancs et les battre fermement (avec une pincée de sel)."
"155","4","Dans la casserole refroidie, ajouter les jaunes d'oeufs un à un, puis le fromage râpé. Mettre une pincée de muscade, poivrer. Saler peu car le fromage contient déjà du sel."
"155","5","Incorporer les blancs d'oeufs battus en mélangeant délicatement."
"155","6","Verser dans le moule, au maximum jusqu'à 4 cm du bord."
"155","7","Enfourner pendant 35 minutes en position chaleur tournante."
"156","0","Couper l'oignon en petits morceaux et faire revenir dans de l'huile d'olive."
"156","1","Quand les oignons ont bien bruni, y ajouter les 350g de steak haché."
"156","2","Faire cuire à feu moyen puis ajouter la sauce bolognaise."
"156","3","Préparez la béchamel. 
Faire fondre le beurre à feu vif."
"156","4","Une fois fondu, rajouter les deux cuillères à soupe de farine puis remuer avec un fouet à feu moyen."
